transaction_id,project_id,supplier_id,material_id,worker_id,equipment_id,po_number,po_date,expected_delivery_date,actual_delivery_date,delivery_delay_days,quantity,material_cost,labor_days,labor_cost,equipment_usage_days,fuel_cost,equipment_cost,transportation_cost,rework_cost,total_transaction_cost,po_status,transaction_status,quality_issue_flag,downtime_hours,utilization_flag
1796,10012,30068,20055,40440,5028,PO701796,03/07/2023,04/04/2023,04/03/2024,11,44,382404,15,57330,17,14949,199954,18651,943,674231,Partial,Completed,Yes,3,Optimal
1797,10004,30090,20126,40353,5031,PO701797,06/12/2023,06/10/2024,07/07/2023,15,162,2611602,2,8224,11,3795,75383,16607,21207,2736818,Open,Completed,Yes,6,Optimal
1798,10015,30067,20039,40232,5018,PO701798,01/07/2025,02/12/2024,03/04/2024,21,11,118503,15,81840,18,48141,171702,15097,8660,443943,Partial,Completed,Yes,2,Optimal
1799,10014,30090,20064,40449,5011,PO701799,05/11/2026,06/02/2025,06/02/2027,24,93,486762,1,7803,14,22647,122290,21798,18180,679480,Partial,Completed,Yes,19,Underutilized
1800,10024,30064,20156,40002,5047,PO701800,07/08/2024,07/04/2025,08/10/2023,13,168,3344544,9,53937,8,47431,40592,10252,3823,3500579,Open,Completed,Yes,17,Optimal
1801,10013,30024,20003,40146,5050,PO701801,03/12/2024,04/07/2024,04/10/2025,15,157,1437335,15,49350,2,47557,18950,12286,2386,1567864,Closed,Completed,No,2,Optimal
1802,10004,30031,20024,40283,5025,PO701802,03/01/2025,03/08/2025,03/04/2026,8,42,943404,13,56732,15,21072,72885,25569,11965,1131627,Partial,Completed,No,23,Optimal
1803,10043,30026,20120,40452,5011,PO701803,02/11/2023,02/01/2025,03/10/2024,25,184,3329112,8,50856,18,45277,216594,2727,24831,3669397,Closed,Pending,Yes,10,Optimal
1804,10014,30061,20062,40213,5043,PO701804,04/06/2025,04/04/2026,05/03/2025,17,88,1478312,14,138698,5,1124,46220,27788,18066,1710208,Open,Completed,Yes,2,Optimal
1805,10029,30098,20102,40014,5018,PO701805,03/03/2025,03/12/2025,04/04/2024,11,200,4142200,15,53490,20,25928,121000,2406,2900,4347924,Open,Pending,No,23,Underutilized
1806,10041,30019,20024,40280,5036,PO701806,02/01/2025,02/01/2027,02/03/2027,2,182,4088084,4,11720,19,49889,73739,22004,11766,4257202,Partial,Completed,No,3,Optimal
1807,10004,30021,20137,40387,5014,PO701807,12/01/2024,12/05/2025,01/01/2025,15,74,1849334,15,125625,18,1140,96228,6085,10538,2088950,Closed,Completed,Yes,0,Underutilized
1808,10039,30043,20149,40105,5018,PO701808,09/11/2025,10/03/2024,10/01/2025,10,137,1513439,13,106158,4,46867,56188,7076,20711,1750439,Closed,Completed,Yes,23,Optimal
1809,10020,30096,20179,40236,5003,PO701809,02/07/2025,02/04/2027,03/05/2026,17,13,123019,11,68893,11,5684,83105,24923,1256,306880,Partial,Completed,No,22,Optimal
1810,10003,30034,20194,40202,5039,PO701810,06/03/2026,06/03/2027,07/09/2025,12,10,136100,6,57540,9,47292,134361,16163,10846,402302,Closed,Pending,No,24,Optimal
1811,10016,30079,20067,40471,5044,PO701811,02/06/2023,03/06/2023,03/12/2023,6,139,566842,14,129262,8,48714,41584,7219,3026,796647,Closed,Pending,No,18,Optimal
1812,10020,30033,20114,40474,5050,PO701812,09/04/2025,09/02/2026,10/04/2025,20,136,1188776,15,137670,17,18387,66317,7951,4209,1423310,Closed,Pending,No,11,Underutilized
1813,10034,30084,20112,40177,5025,PO701813,06/10/2025,06/03/2026,07/10/2025,25,160,1507520,3,26382,13,2871,144950,5663,15066,1702452,Open,Pending,No,21,Underutilized
1814,10027,30069,20134,40151,5019,PO701814,06/05/2025,07/10/2024,08/06/2023,15,190,2436750,4,31692,4,20455,38036,26800,12600,2566333,Partial,Pending,Yes,21,Underutilized
1815,10034,30083,20118,40493,5002,PO701815,01/06/2024,02/12/2023,02/02/2024,2,127,700278,10,78750,3,19131,38757,22741,14339,873996,Open,Pending,Yes,2,Optimal
1816,10033,30052,20066,40432,5015,PO701816,08/08/2023,08/01/2025,09/04/2023,10,49,634697,15,137670,9,2965,41382,20208,13974,850896,Closed,Completed,No,2,Optimal
1817,10044,30034,20110,40302,5041,PO701817,01/04/2023,01/04/2024,01/06/2024,2,71,1448045,3,19251,17,32375,220235,5118,16282,1741306,Open,Pending,No,19,Optimal
1818,10017,30079,20064,40095,5040,PO701818,02/07/2025,03/07/2025,03/05/2026,10,126,659484,11,67012,17,40903,91970,22269,19505,901143,Open,Pending,No,0,Underutilized
1819,10050,30007,20094,40146,5045,PO701819,05/04/2026,06/03/2025,06/01/2026,10,163,2465212,2,6580,18,30604,186534,27249,9401,2725580,Open,Pending,Yes,21,Optimal
1820,10033,30070,20045,40370,5041,PO701820,05/04/2026,06/05/2025,07/08/2024,21,14,78260,4,27116,14,35742,95270,17073,10168,263629,Partial,Completed,No,6,Optimal
1821,10010,30059,20090,40277,5050,PO701821,04/03/2023,05/03/2023,05/03/2023,0,199,3338623,11,109890,1,1701,6043,29654,14443,3500354,Closed,Pending,Yes,11,Optimal
1822,10034,30077,20062,40283,5021,PO701822,09/04/2024,10/01/2024,10/05/2024,4,84,1411116,4,17456,18,49012,263304,23921,7641,1772450,Open,Pending,Yes,15,Optimal
1823,10005,30057,20189,40190,5010,PO701823,05/03/2024,06/01/2024,07/07/2023,24,101,933341,3,14019,10,44311,121280,11981,10514,1135446,Partial,Completed,No,3,Underutilized
1824,10039,30043,20089,40204,5023,PO701824,09/07/2025,09/05/2026,09/06/2026,1,79,1819054,10,57780,10,41010,78960,11759,24956,2033519,Partial,Pending,Yes,23,Optimal
1825,10020,30020,20085,40152,5044,PO701825,06/07/2026,06/04/2027,07/05/2026,19,86,400932,13,56381,18,27141,77994,10563,16110,589121,Closed,Completed,No,3,Underutilized
1826,10037,30034,20185,40324,5047,PO701826,11/04/2024,11/04/2025,11/09/2025,5,152,3032096,1,3655,9,33175,92574,12246,9783,3183529,Partial,Completed,No,21,Underutilized
1827,10035,30080,20157,40433,5001,PO701827,02/01/2026,03/03/2024,03/10/2025,19,41,319226,9,21177,14,2090,130522,29559,12479,515053,Closed,Completed,Yes,19,Optimal
1828,10035,30013,20163,40116,5008,PO701828,09/12/2024,09/05/2025,10/09/2024,22,8,190176,15,100515,1,23400,3830,20369,23876,362166,Partial,Pending,No,18,Optimal
1829,10003,30067,20039,40164,5030,PO701829,01/11/2025,02/04/2025,02/10/2025,6,90,969570,15,93900,3,16398,26805,15798,1784,1124255,Partial,Pending,No,23,Optimal
1830,10029,30073,20014,40241,5032,PO701830,02/10/2023,03/11/2023,03/03/2025,16,179,3452552,10,76620,2,14533,17822,15487,24110,3601124,Open,Pending,Yes,4,Optimal
1831,10018,30075,20049,40477,5001,PO701831,11/05/2024,11/02/2025,11/11/2025,9,126,2569644,2,14214,19,15386,236797,16318,19863,2872222,Partial,Completed,Yes,10,Underutilized
1832,10003,30051,20047,40209,5005,PO701832,10/07/2025,11/02/2025,11/07/2025,5,92,715484,7,41587,17,39546,147084,26016,20608,990325,Open,Pending,No,14,Optimal
1833,10049,30039,20141,40004,5023,PO701833,11/07/2025,11/04/2026,12/11/2025,25,104,831480,11,94589,9,32098,30699,28415,3253,1020534,Closed,Completed,Yes,12,Optimal
1834,10026,30020,20149,40423,5007,PO701834,06/02/2024,06/11/2024,06/04/2025,5,14,154658,14,125580,1,23647,7516,3846,15044,330291,Open,Pending,No,24,Optimal
1835,10026,30057,20010,40362,5023,PO701835,07/05/2025,08/03/2025,08/01/2026,10,175,800450,4,17436,20,37881,182000,7269,9302,1054338,Partial,Pending,No,15,Optimal
1836,10030,30069,20127,40167,5013,PO701836,10/11/2024,11/03/2024,11/05/2025,14,125,867375,3,15408,4,38447,35280,15494,21308,993312,Closed,Completed,No,6,Underutilized
1837,10011,30030,20095,40170,5029,PO701837,02/06/2023,03/03/2023,03/11/2024,20,76,391020,13,122174,18,10930,54810,6580,13334,598848,Closed,Completed,Yes,20,Optimal
1838,10018,30050,20188,40186,5002,PO701838,04/11/2024,04/06/2026,05/05/2024,5,34,409802,6,51474,13,3019,140634,22969,23845,651743,Open,Pending,No,20,Underutilized
1839,10038,30044,20033,40116,5029,PO701839,05/05/2024,05/06/2026,06/06/2025,19,105,1657320,4,26804,6,48940,29940,27832,20500,1811336,Partial,Completed,Yes,6,Underutilized
1840,10025,30073,20056,40121,5046,PO701840,05/02/2025,06/12/2024,07/07/2024,25,55,151250,6,48420,20,26211,130900,11100,2762,370643,Open,Pending,Yes,15,Underutilized
1841,10003,30005,20030,40371,5008,PO701841,06/03/2025,06/08/2025,07/04/2024,14,38,283898,2,14458,12,23263,55788,21845,2423,401675,Partial,Completed,No,16,Underutilized
1842,10048,30027,20013,40247,5048,PO701842,10/04/2025,11/12/2024,12/05/2024,23,67,215070,4,38796,3,43683,29625,28958,7288,363420,Partial,Pending,Yes,10,Optimal
1843,10015,30058,20058,40062,5008,PO701843,06/01/2023,06/01/2025,07/10/2023,15,49,698152,13,121186,2,15453,23094,1302,12706,871893,Closed,Pending,No,8,Optimal
1844,10050,30029,20079,40265,5014,PO701844,10/12/2024,11/05/2024,11/11/2024,6,16,46080,11,86460,19,25064,131100,5113,12793,306610,Open,Pending,No,21,Underutilized
1845,10018,30002,20098,40193,5019,PO701845,01/03/2026,02/09/2025,02/02/2026,5,127,2937256,14,81466,19,46300,95475,27737,18147,3206381,Open,Completed,Yes,17,Underutilized
1846,10041,30036,20060,40244,5002,PO701846,05/01/2027,06/07/2025,06/02/2026,7,38,738454,15,138945,9,13981,134676,24678,24700,1075434,Partial,Pending,Yes,19,Underutilized
1847,10006,30020,20158,40090,5041,PO701847,05/04/2025,05/01/2026,05/01/2026,0,161,3804913,2,10694,11,24309,138314,6107,3616,3987953,Open,Completed,Yes,19,Underutilized
1848,10022,30061,20071,40240,5041,PO701848,04/05/2024,04/03/2025,05/07/2023,10,125,3019625,7,18494,16,14254,193216,3549,11564,3260702,Open,Completed,No,22,Underutilized
1849,10034,30030,20118,40220,5040,PO701849,04/03/2025,05/10/2024,05/04/2025,6,116,639624,2,10102,20,45261,222020,11229,3839,932075,Closed,Pending,No,18,Underutilized
1850,10033,30040,20189,40137,5038,PO701850,11/01/2023,11/06/2025,12/03/2024,15,179,1654139,13,29445,6,8936,50688,17894,24669,1785771,Partial,Pending,Yes,23,Optimal
1851,10014,30087,20185,40455,5042,PO701851,05/12/2025,05/06/2026,05/11/2026,5,195,3889860,14,65184,10,12105,81380,4193,6588,4059310,Closed,Completed,No,22,Optimal
1852,10036,30055,20081,40385,5004,PO701852,04/07/2024,05/08/2023,06/01/2023,24,14,285376,5,29910,4,8240,36088,12167,1677,373458,Open,Pending,Yes,10,Optimal
1853,10044,30100,20029,40405,5039,PO701853,05/03/2024,05/08/2024,06/11/2023,22,72,537192,2,4168,6,22287,48450,8295,20675,641067,Closed,Pending,No,21,Optimal
1854,10040,30088,20196,40460,5048,PO701854,02/10/2024,02/02/2025,03/06/2024,21,20,31660,11,31570,14,7017,198044,3741,17735,289767,Closed,Completed,No,4,Optimal
1855,10015,30070,20029,40151,5046,PO701855,02/03/2025,02/11/2026,03/02/2025,7,151,1126611,14,110922,1,24198,12980,11553,17329,1303593,Closed,Completed,Yes,3,Underutilized
1856,10024,30029,20187,40002,5032,PO701856,08/02/2027,09/07/2026,10/02/2026,25,74,97384,4,23972,10,7521,87510,3872,10503,230762,Partial,Completed,No,8,Underutilized
1857,10036,30001,20095,40373,5025,PO701857,12/12/2024,12/01/2026,01/06/2025,12,199,1023855,2,15662,5,43728,62980,13292,14702,1174219,Closed,Completed,No,1,Optimal
1858,10016,30079,20017,40232,5006,PO701858,07/08/2023,08/05/2023,08/11/2024,18,50,113500,12,65472,4,19780,37300,25359,3456,264867,Partial,Pending,No,8,Optimal
1859,10024,30068,20152,40445,5045,PO701859,05/05/2023,06/02/2023,06/12/2024,22,160,1032800,13,117078,9,26847,70533,2249,4698,1254205,Closed,Pending,No,0,Underutilized
1860,10039,30061,20101,40063,5048,PO701860,11/01/2026,12/05/2024,12/11/2024,6,144,377712,6,41334,5,38496,73070,16058,7589,554259,Open,Completed,Yes,18,Optimal
1861,10021,30059,20059,40128,5042,PO701861,01/05/2025,02/04/2025,02/07/2025,3,150,2537250,9,85095,6,45598,66246,25533,16550,2776272,Open,Completed,No,17,Underutilized
1862,10028,30098,20140,40478,5033,PO701862,03/08/2026,03/05/2027,04/11/2026,25,70,1354990,12,69432,8,19961,113608,14649,16768,1589408,Partial,Pending,Yes,8,Optimal
1863,10044,30092,20154,40332,5022,PO701863,01/05/2024,02/05/2023,03/01/2023,24,156,874380,3,8502,19,1851,190931,11705,10086,1097455,Closed,Pending,Yes,14,Optimal
1864,10040,30030,20198,40397,5035,PO701864,03/03/2024,04/09/2023,04/12/2024,15,86,540596,6,47916,20,10915,222900,13306,12617,848250,Open,Completed,Yes,9,Optimal
1865,10023,30008,20087,40018,5013,PO701865,01/03/2023,01/02/2025,02/11/2023,16,196,4806508,15,64830,7,33883,52997,26918,18191,5003327,Open,Pending,Yes,15,Optimal
1866,10029,30034,20028,40020,5022,PO701866,02/01/2027,03/09/2025,03/11/2026,14,180,1127700,9,82080,13,48063,108602,27508,21939,1415892,Partial,Completed,No,22,Optimal
1867,10047,30005,20082,40410,5046,PO701867,04/06/2024,04/11/2024,04/11/2024,0,130,2242240,8,25984,18,1572,178506,5644,9201,2463147,Closed,Pending,No,1,Optimal
1868,10025,30060,20110,40122,5033,PO701868,03/09/2023,03/12/2023,03/12/2023,0,39,795405,1,7821,5,41272,19650,16176,20884,901208,Open,Pending,No,13,Optimal
1869,10026,30067,20078,40464,5043,PO701869,12/03/2026,01/08/2026,01/05/2027,9,78,1289574,11,91652,10,24129,65420,18788,15244,1504807,Closed,Pending,No,18,Optimal
1870,10012,30044,20065,40219,5049,PO701870,08/03/2025,09/09/2024,10/09/2023,18,119,681870,2,6660,14,9869,45654,14706,15716,774475,Open,Completed,Yes,13,Optimal
1871,10001,30095,20045,40109,5050,PO701871,10/10/2024,10/01/2025,10/02/2025,1,130,726700,7,55706,16,25991,76176,12350,2103,899026,Closed,Pending,No,21,Underutilized
1872,10003,30023,20095,40189,5049,PO701872,03/05/2024,03/06/2026,04/11/2025,24,34,174930,8,60584,6,39031,21714,14709,21086,332054,Closed,Pending,No,0,Optimal
1873,10041,30015,20023,40166,5050,PO701873,02/10/2023,03/08/2023,03/08/2024,12,148,3071148,1,2311,3,11444,37890,9962,21792,3154547,Open,Completed,Yes,22,Underutilized
1874,10031,30014,20078,40317,5050,PO701874,06/12/2024,06/06/2025,07/02/2024,14,102,1686366,9,51633,8,47289,60024,15293,11061,1871666,Open,Completed,No,16,Underutilized
1875,10038,30035,20126,40163,5023,PO701875,08/01/2026,09/07/2025,10/01/2024,12,161,2595481,14,136122,6,23115,74196,4657,19098,2852669,Partial,Completed,No,0,Optimal
1876,10043,30004,20112,40280,5002,PO701876,12/11/2024,12/02/2025,01/02/2025,19,87,819714,4,11720,10,48746,126180,8789,17342,1032491,Open,Pending,Yes,17,Optimal
1877,10025,30051,20142,40331,5043,PO701877,06/10/2025,07/06/2025,07/11/2026,17,36,703224,12,31116,5,43059,71760,2688,8390,860237,Partial,Completed,No,5,Optimal
1878,10028,30036,20147,40018,5027,PO701878,02/09/2023,02/10/2024,03/03/2024,21,40,703800,13,56186,3,19383,18579,11571,863,810382,Closed,Pending,Yes,17,Optimal
1879,10043,30004,20008,40310,5021,PO701879,08/05/2025,08/08/2025,08/06/2026,10,45,514440,12,28896,10,16563,31030,26810,22107,639846,Closed,Completed,Yes,12,Underutilized
1880,10040,30022,20005,40161,5031,PO701880,03/02/2027,04/10/2026,05/03/2025,11,132,435336,15,51390,10,23715,99460,23036,17043,649980,Closed,Completed,No,16,Optimal
1881,10028,30077,20030,40225,5021,PO701881,03/07/2025,04/03/2025,04/01/2026,10,122,911462,14,108318,6,25218,18210,22660,24295,1110163,Open,Pending,No,4,Optimal
1882,10009,30097,20091,40363,5001,PO701882,02/06/2025,03/01/2024,03/12/2024,11,36,739080,9,43830,20,35308,81640,10002,21985,931845,Open,Pending,Yes,21,Optimal
1883,10024,30076,20059,40081,5008,PO701883,06/05/2025,06/07/2026,06/11/2026,4,155,2621825,11,23584,5,26601,22195,20419,19731,2734355,Open,Completed,Yes,7,Underutilized
1884,10013,30040,20121,40210,5002,PO701884,06/02/2023,07/01/2023,07/11/2023,10,118,1819088,1,7628,8,34187,96648,24410,17238,1999199,Open,Completed,No,22,Underutilized
1885,10019,30039,20176,40007,5033,PO701885,03/04/2025,03/01/2026,03/01/2026,0,168,2521176,7,44478,17,3148,190026,24634,19242,2802704,Closed,Pending,No,5,Optimal
1886,10010,30016,20069,40160,5013,PO701886,04/01/2026,05/08/2025,06/01/2024,12,60,1338300,4,16008,12,35799,120612,22417,14163,1547299,Closed,Completed,Yes,4,Optimal
1887,10047,30077,20044,40173,5042,PO701887,06/11/2026,07/08/2026,07/12/2026,4,56,322056,8,62400,6,37609,73980,7623,1230,504898,Partial,Pending,Yes,23,Optimal
1888,10041,30023,20032,40144,5005,PO701888,06/09/2023,07/04/2023,07/03/2025,23,21,236775,2,14684,17,25416,168300,16814,9208,471197,Closed,Completed,Yes,0,Underutilized
1889,10033,30078,20148,40474,5007,PO701889,03/11/2024,03/07/2025,03/02/2026,7,81,1216944,1,9178,8,44871,95832,1636,23257,1391718,Open,Pending,No,3,Optimal
1890,10048,30067,20114,40081,5007,PO701890,05/09/2025,06/02/2025,06/06/2025,4,69,603129,5,10720,6,14296,39702,20278,14202,702327,Partial,Pending,No,15,Underutilized
1891,10024,30007,20079,40330,5014,PO701891,01/06/2024,02/05/2023,02/11/2023,6,106,305280,6,55632,6,39890,58068,29198,19447,507515,Open,Completed,No,3,Underutilized
1892,10043,30098,20109,40213,5009,PO701892,05/02/2026,06/04/2024,06/06/2024,2,67,124017,2,19814,19,30660,278312,24286,24836,501925,Closed,Pending,Yes,4,Optimal
1893,10045,30086,20153,40319,5043,PO701893,03/10/2024,04/07/2023,04/12/2024,17,171,3655638,7,19355,13,7504,50947,19300,4223,3756967,Closed,Pending,Yes,4,Underutilized
1894,10014,30035,20034,40491,5002,PO701894,03/04/2027,04/10/2026,05/04/2026,24,105,2512965,15,36930,20,47099,208860,6970,20852,2833676,Open,Completed,No,18,Optimal
1895,10013,30097,20121,40010,5020,PO701895,11/02/2024,11/02/2025,12/09/2023,13,77,1187032,8,75328,4,13343,41524,26226,830,1344283,Closed,Pending,Yes,0,Optimal
1896,10044,30048,20073,40152,5019,PO701896,03/10/2025,04/08/2024,04/05/2025,9,26,358982,1,4337,13,25303,73411,28120,4314,494467,Closed,Completed,Yes,15,Underutilized
1897,10032,30081,20114,40147,5047,PO701897,03/05/2024,04/11/2023,04/10/2024,11,142,1241222,1,3813,15,29596,78210,16838,9360,1379039,Closed,Pending,No,21,Optimal
1898,10011,30023,20195,40020,5011,PO701898,02/03/2024,03/12/2023,04/02/2023,21,35,466725,11,100320,4,19539,48064,2231,10081,646960,Open,Pending,No,7,Underutilized
1899,10004,30033,20182,40473,5040,PO701899,12/06/2025,12/04/2026,01/07/2026,22,127,2435606,13,92690,7,7656,102851,10504,22819,2672126,Closed,Pending,No,4,Optimal
1900,10032,30076,20171,40044,5044,PO701900,09/03/2025,10/11/2023,10/01/2025,14,178,3519772,14,111132,18,10484,140598,25089,1027,3808102,Open,Pending,Yes,5,Optimal
1901,10016,30015,20072,40491,5032,PO701901,08/03/2026,09/10/2025,09/11/2025,1,53,967886,14,34468,18,6968,176850,19629,2,1205803,Closed,Completed,Yes,20,Optimal
1902,10016,30067,20141,40109,5001,PO701902,09/03/2026,10/09/2025,10/04/2026,7,109,871455,9,71622,4,24525,24596,23308,5816,1021322,Partial,Completed,No,7,Underutilized
1903,10033,30074,20014,40277,5040,PO701903,09/11/2023,10/05/2023,10/04/2024,11,137,2642456,13,129870,16,30353,155600,6487,5331,2970097,Partial,Completed,No,6,Optimal
1904,10050,30060,20112,40293,5017,PO701904,12/06/2023,12/09/2023,12/12/2024,15,79,744338,9,69408,9,15955,96543,22072,16052,964368,Closed,Pending,Yes,9,Underutilized
1905,10028,30082,20015,40456,5045,PO701905,11/08/2024,11/11/2024,12/06/2023,13,40,600040,14,43400,17,14949,119476,1966,20046,799877,Partial,Pending,No,7,Optimal
1906,10029,30022,20053,40024,5049,PO701906,11/06/2023,12/03/2023,12/01/2024,10,73,356094,6,48378,8,38239,60744,1590,18327,523372,Closed,Completed,Yes,2,Underutilized
1907,10049,30033,20199,40389,5035,PO701907,03/06/2025,03/04/2026,04/02/2024,5,83,1507695,12,79068,3,41759,42450,11882,13429,1696283,Closed,Completed,No,15,Optimal
1908,10011,30072,20092,40198,5044,PO701908,04/06/2025,05/01/2025,05/03/2025,2,161,2077383,9,34128,7,46643,66507,17777,3798,2246236,Open,Pending,Yes,1,Underutilized
1909,10016,30005,20064,40021,5012,PO701909,02/01/2025,03/02/2023,03/09/2023,7,44,230296,8,50488,8,49713,86192,8142,23619,448450,Open,Completed,No,21,Underutilized
1910,10037,30095,20040,40080,5046,PO701910,01/01/2023,01/04/2023,01/04/2024,12,38,382736,6,58572,14,34262,196756,7239,2972,682537,Partial,Completed,No,20,Optimal
1911,10049,30074,20105,40441,5027,PO701911,10/12/2023,11/05/2023,11/11/2024,18,31,710024,9,72639,14,43574,189532,23055,18276,1057100,Open,Pending,Yes,8,Underutilized
1912,10007,30057,20171,40269,5016,PO701912,11/09/2024,12/08/2024,01/02/2025,25,38,751412,1,4581,9,34378,106731,15535,23978,936615,Closed,Completed,Yes,8,Underutilized
1913,10032,30089,20096,40143,5034,PO701913,06/02/2024,06/11/2024,06/04/2025,5,152,1557240,12,70476,7,8199,75852,25722,10529,1748018,Partial,Pending,Yes,5,Optimal
1914,10013,30061,20147,40335,5042,PO701914,12/01/2025,01/04/2024,01/09/2025,17,105,1847475,10,73690,18,33357,124722,4823,153,2084220,Open,Completed,No,4,Underutilized
1915,10012,30056,20007,40345,5028,PO701915,04/11/2024,04/10/2025,05/05/2025,25,127,1738884,12,64548,8,19948,67864,23607,890,1915741,Partial,Completed,Yes,6,Optimal
1916,10037,30050,20103,40335,5042,PO701916,03/06/2024,04/06/2023,04/04/2024,10,21,48636,8,58952,19,8046,202236,12217,23730,353817,Partial,Completed,Yes,18,Underutilized
1917,10003,30088,20129,40295,5003,PO701917,07/06/2026,08/03/2024,08/12/2024,9,161,1431290,6,51138,19,32463,68514,6527,5404,1595336,Open,Pending,Yes,15,Optimal
1918,10041,30059,20007,40412,5042,PO701918,06/03/2026,07/03/2026,08/02/2024,6,128,1752576,5,47525,12,48876,97560,13023,5018,1964578,Partial,Pending,No,6,Underutilized
1919,10025,30014,20179,40101,5028,PO701919,05/02/2023,05/08/2023,05/08/2023,0,126,1192338,4,25788,3,30050,13836,16163,4625,1282800,Partial,Pending,No,4,Optimal
1920,10026,30057,20035,40288,5024,PO701920,09/07/2023,10/06/2023,10/04/2025,22,17,188309,10,23220,17,11366,214098,25993,21451,484437,Open,Completed,No,12,Optimal
1921,10014,30075,20149,40241,5013,PO701921,01/07/2026,01/04/2027,02/06/2025,9,142,1568674,3,22986,12,38467,42816,10931,8345,1692219,Partial,Completed,Yes,2,Optimal
1922,10002,30005,20190,40033,5013,PO701922,03/05/2026,04/03/2024,04/06/2025,15,40,995160,4,10020,18,43145,85212,22362,17666,1173565,Open,Pending,Yes,1,Optimal
1923,10038,30025,20060,40071,5024,PO701923,06/06/2026,07/10/2025,07/01/2026,3,100,1943300,8,63952,4,8951,22560,11334,18128,2068225,Closed,Completed,Yes,6,Underutilized
1924,10005,30031,20104,40463,5014,PO701924,04/02/2025,04/09/2025,05/02/2025,23,199,2731076,2,19874,17,31137,205394,5566,16659,3009706,Closed,Completed,No,3,Underutilized
1925,10030,30075,20148,40381,5032,PO701925,11/01/2025,11/10/2025,12/06/2024,14,42,631008,12,107184,1,25607,12171,14802,22899,813671,Open,Completed,Yes,24,Optimal
1926,10008,30092,20165,40443,5016,PO701926,12/08/2025,01/08/2025,01/02/2027,18,184,3430312,2,11398,3,6797,19215,21500,16487,3505709,Closed,Completed,Yes,10,Underutilized
1927,10044,30085,20046,40318,5024,PO701927,08/11/2026,09/05/2025,09/01/2027,20,66,579876,3,29646,20,18455,130940,26891,1092,786900,Partial,Completed,No,7,Optimal
1928,10027,30067,20097,40393,5004,PO701928,02/11/2026,03/07/2026,04/01/2026,25,45,102510,10,52160,3,4134,13638,26906,7848,207196,Partial,Pending,Yes,1,Optimal
1929,10023,30044,20018,40064,5040,PO701929,04/06/2025,05/01/2025,05/02/2025,1,119,731612,8,35664,17,40663,237762,7661,9709,1063071,Closed,Pending,No,13,Underutilized
1930,10034,30042,20003,40199,5023,PO701930,03/11/2025,03/06/2027,04/03/2026,16,140,1281700,6,36324,11,49593,140063,15316,9850,1532846,Closed,Completed,No,10,Underutilized
1931,10025,30045,20117,40492,5004,PO701931,02/03/2023,03/02/2023,03/03/2024,13,130,319930,8,75664,17,48509,192627,14120,22342,673192,Closed,Completed,Yes,21,Optimal
1932,10022,30022,20099,40223,5042,PO701932,03/01/2026,04/09/2025,05/05/2024,14,40,848680,10,98140,4,24462,55936,25647,20562,1073427,Closed,Pending,Yes,19,Underutilized
1933,10020,30074,20093,40005,5018,PO701933,07/11/2025,08/04/2025,08/06/2025,2,59,570353,1,8844,10,36812,34360,3168,13039,666576,Closed,Completed,Yes,19,Optimal
1934,10028,30051,20088,40448,5039,PO701934,02/06/2024,03/04/2024,03/04/2024,0,26,247702,8,42816,19,11030,247057,2941,289,551835,Partial,Pending,No,6,Optimal
1935,10023,30081,20059,40473,5031,PO701935,08/12/2025,09/06/2025,09/02/2026,8,31,524365,8,57040,2,45617,25506,4433,9771,666732,Closed,Pending,No,9,Underutilized
1936,10049,30079,20095,40286,5039,PO701936,03/04/2025,04/01/2025,04/03/2026,14,9,46305,9,36639,2,36537,23276,15521,20122,178400,Closed,Completed,No,13,Underutilized
1937,10036,30038,20016,40121,5029,PO701937,01/12/2025,02/04/2024,02/01/2026,21,26,307554,13,104910,16,22927,121856,27467,21690,606404,Open,Pending,Yes,16,Optimal
1938,10004,30003,20057,40488,5011,PO701938,12/03/2024,12/12/2025,01/02/2025,9,143,2311881,2,17296,17,34007,194565,10049,23924,2591722,Closed,Completed,Yes,2,Optimal
1939,10022,30097,20167,40212,5048,PO701939,03/12/2024,03/12/2025,04/03/2024,10,150,2002350,7,29925,11,32130,65769,10582,7891,2148647,Open,Pending,Yes,0,Underutilized
1940,10011,30036,20190,40222,5035,PO701940,07/01/2024,07/02/2025,07/05/2025,3,105,2612295,10,45210,7,10687,41174,5403,576,2715345,Closed,Pending,Yes,6,Underutilized
1941,10005,30024,20008,40131,5043,PO701941,11/04/2025,12/12/2024,12/06/2025,6,85,971720,8,48160,2,16076,26146,18225,11968,1092295,Open,Pending,No,13,Underutilized
1942,10007,30068,20148,40425,5023,PO701942,05/03/2023,05/07/2025,06/01/2025,25,64,961536,5,43790,12,3551,83784,21740,16405,1130806,Partial,Pending,No,20,Optimal
1943,10024,30086,20180,40036,5014,PO701943,04/09/2024,04/01/2026,04/05/2026,4,86,365070,4,21844,13,23010,133328,11031,12058,566341,Closed,Pending,No,13,Optimal
1944,10045,30013,20132,40139,5041,PO701944,04/09/2024,04/02/2025,05/11/2023,15,176,1496352,2,11390,1,22505,4610,29825,19914,1584596,Closed,Completed,Yes,20,Optimal
1945,10033,30011,20005,40265,5044,PO701945,11/06/2024,11/09/2024,11/10/2024,1,95,313310,8,62880,11,10870,90035,2422,75,479592,Closed,Pending,No,11,Underutilized
